The Hunger Games Trilogy Boxset (The Hunger Games, #1-3) by Suzanne Collins|https://d202m5krfqbpi5.cloudfront.net/books/1360094673l/7938275.jpg|
The Larnachs (Paperback) by Owen Marshall|https://d202m5krfqbpi5.cloudfront.net/books/1310268876l/11996363.jpg|
A Stolen Life (Hardcover) by Jaycee Dugard|https://d202m5krfqbpi5.cloudfront.net/books/1327928284l/11330361.jpg|
Worth Dying For (Jack Reacher, #15) by Lee Child|https://d202m5krfqbpi5.cloudfront.net/books/1356095648l/8357992.jpg|
Dracula (Paperback) by Bram Stoker|https://d202m5krfqbpi5.cloudfront.net/books/1347251549l/17245.jpg|
The Thorn Birds (Mass Market Paperback) by Colleen McCullough|https://d202m5krfqbpi5.cloudfront.net/books/1348803598l/3412.jpg|
Bourne Series Collection: The Bourne Objective, The Bourne Deception, The Bourne Sanction, The Bourne Betrayal, The Bourne Legacy, The Bourne Supremacy, The Bourne Identity, The Bourne Ultimatum by Robert Ludlum|https://djgho45yw78yg.cloudfront.net/assets/nocover/60x80.png|
Passion (Fallen, #3) by Lauren Kate|https://d202m5krfqbpi5.cloudfront.net/books/1362339802l/9369720.jpg|
At Home: A Short History of Private Life (Hardcover) by Bill Bryson|https://d202m5krfqbpi5.cloudfront.net/books/1372727082l/7507825.jpg|
The Hypnotist (Joona Linna, #1) by Lars Kepler|https://d202m5krfqbpi5.cloudfront.net/books/1312076281l/9835731.jpg|
On the Road (Paperback) by Jack Kerouac|https://d202m5krfqbpi5.cloudfront.net/books/1355224265l/70401.jpg|
Ice Station (Shane Schofield, #1) by Matthew Reilly|https://d202m5krfqbpi5.cloudfront.net/books/1312035013l/144790.jpg|
The Great Gatsby (Paperback) by F. Scott Fitzgerald|https://d202m5krfqbpi5.cloudfront.net/books/1361191055l/4671.jpg|
The Secret History (Hardcover) by Donna Tartt|https://d202m5krfqbpi5.cloudfront.net/books/1327733397l/29044.jpg|
Dolci di Love (Paperback) by Sarah-Kate Lynch|https://d202m5krfqbpi5.cloudfront.net/books/1348581636l/10250029.jpg|
Afterwards (Hardcover) by Rosamund Lupton|https://d202m5krfqbpi5.cloudfront.net/books/1330957613l/12598982.jpg|
Lord of the Flies (Paperback) by William Golding|https://d202m5krfqbpi5.cloudfront.net/books/1327869409l/7624.jpg|
One for the Money (Stephanie Plum, #1) by Janet Evanovich|https://d202m5krfqbpi5.cloudfront.net/books/1316730230l/6853.jpg|
The Corrections (Paperback) by Jonathan Franzen|https://d202m5krfqbpi5.cloudfront.net/books/1355011305l/3805.jpg|
The Psy-Changeling Collection (Psy-Changeling, #1-10) by Nalini Singh|https://d202m5krfqbpi5.cloudfront.net/books/1356100079l/13843854.jpg|
The Villa Girls (Paperback) by Nicky Pellegrino|https://d202m5krfqbpi5.cloudfront.net/books/1344606642l/10757005.jpg|
The Art of Racing in the Rain (Hardcover) by Garth Stein|https://d202m5krfqbpi5.cloudfront.net/books/1377206302l/3153910.jpg|
American Gods (American Gods, #1) by Neil Gaiman|https://d202m5krfqbpi5.cloudfront.net/books/1258417001l/4407.jpg|
The Picture of Dorian Gray (Paperback) by Oscar Wilde|https://d202m5krfqbpi5.cloudfront.net/books/1320467562l/5297.jpg|
1984 (Paperback) by George Orwell|https://d202m5krfqbpi5.cloudfront.net/books/1348990566l/5470.jpg|
True Blood Collection (Sookie Stackhouse #1-9 and A Touch of Dead) by Charlaine Harris|https://d202m5krfqbpi5.cloudfront.net/books/1331153712l/9077707.jpg|
Child 44 (Leo Demidov, #1) by Tom Rob Smith|https://d202m5krfqbpi5.cloudfront.net/books/1326549060l/2161733.jpg|
Scar Tissue (Paperback) by Anthony Kiedis|https://d202m5krfqbpi5.cloudfront.net/books/1348688305l/96647.jpg|
Life (Hardcover) by Keith Richards|https://d202m5krfqbpi5.cloudfront.net/books/1327960451l/9439303.jpg|
Belle (Paperback) by Lesley Pearse|https://d202m5krfqbpi5.cloudfront.net/books/1328018121l/9051270.jpg|
Unbroken: A World War II Story of Survival, Resilience, and Redemption (Hardcover) by Laura Hillenbrand|https://d202m5krfqbpi5.cloudfront.net/books/1327861115l/8664353.jpg|
Fall of Giants (The Century Trilogy #1) by Ken Follett|https://d202m5krfqbpi5.cloudfront.net/books/1369453737l/7315573.jpg|
It's Not About the Bike: My Journey Back to Life (Paperback) by Lance Armstrong|https://d202m5krfqbpi5.cloudfront.net/books/1309283326l/2265.jpg|
The Leopard (Harry Hole, #8) by Jo Nesbø|https://d202m5krfqbpi5.cloudfront.net/books/1375554029l/6891433.jpg|
The Help (Hardcover) by Kathryn Stockett|https://d202m5krfqbpi5.cloudfront.net/books/1346100365l/4667024.jpg|
Room (Hardcover) by Emma Donoghue|https://d202m5krfqbpi5.cloudfront.net/books/1344265419l/7937843.jpg|
One Day (Hardcover) by David Nicholls|https://d202m5krfqbpi5.cloudfront.net/books/1327873020l/6280118.jpg|
The Woman Who Died a Lot (Thursday Next, #7) by Jasper Fforde|https://d202m5krfqbpi5.cloudfront.net/books/1337640564l/13001274.jpg|
